,time_AU,CFFval
0,0,1.3352537660480502e-16
1,35,1.323926656453497e-16
2,70,1.2908881184001238e-16
3,105,1.238788682538046e-16
4,140,1.171511180375791e-16
5,175,1.09354353029752e-16
6,210,1.0093670420467212e-16
7,245,9.229856594242796e-17
8,280,8.376498783977676e-17
9,315,7.557644665542249e-17
10,350,6.789317528080978e-17
11,385,6.08073005993271e-17
12,420,5.435793648476184e-17
13,455,4.854596679882036e-17
14,490,4.334677320323777e-17
15,525,3.872028052713997e-17
16,560,3.4618368152490965e-17
17,595,3.099002386012906e-17
18,630,2.7784719832886904e-17
19,665,2.495447140854745e-17
20,700,2.2454966796582378e-17
21,735,2.024607029523225e-17
22,770,1.8291922293020808e-17
23,805,1.6560794064440173e-17
24,840,1.5024805229001867e-17
25,875,1.365957501456753e-17
26,910,1.244385251401374e-17
27,945,1.1359153320552125e-17
28,980,1.0389418039097264e-17
29,1015,9.5207004482086e-18
30,1050,8.740888224733256e-18
31,1085,8.03945620334669e-18
32,1120,7.407250469291721e-18
33,1155,6.836300721195258e-18
34,1190,6.319657990840513e-18
35,1225,5.851254762473023e-18
36,1260,5.425784667832987e-18
37,1295,5.03859915736931e-18
38,1330,4.685618812747139e-18
39,1365,4.363257237874892e-18
40,1400,4.068355727360088e-18
41,1435,3.798127153429852e-18
42,1470,3.5501077295279684e-18
43,1505,3.322115501433154e-18
44,1540,3.1122145839819684e-18
45,1575,2.9186843069094535e-18
46,1610,2.7399925574362244e-18
47,1645,2.5747727138969854e-18
48,1680,2.4218036551931362e-18
49,1715,2.279992408004236e-18
50,1750,2.148359058786091e-18
51,1785,2.026023613373887e-18
52,1820,1.9121945334751774e-18
53,1855,1.8061587194105242e-18
54,1890,1.7072727419938454e-18
55,1925,1.6149551550381797e-18
56,1960,1.5286797441725074e-18
57,1995,1.4479695882098116e-18
58,2030,1.3723918269151193e-18
59,2100,1.2350951845648957e-18
60,2170,1.1140455694951977e-18
61,2240,1.0069583659125953e-18
62,2310,9.119219670647772e-19
63,2380,8.273291132758448e-19
64,2450,7.518221572351107e-19
65,2520,6.842491924718637e-19
66,2590,6.236287036260543e-19
67,2660,5.6912093875845415e-19
68,2730,5.200046123327595e-19
69,2800,4.756578574419417e-19
70,2870,4.355425819259006e-19
71,2940,3.991915643819581e-19
72,3010,3.6619776569347074e-19
73,3080,3.362054401289009e-19
74,3150,3.08902714234972e-19
75,3220,2.8401536806314204e-19
76,3290,2.613016049798358e-19
77,3360,2.405476376062649e-19
78,3430,2.215639499028808e-19
79,3500,2.041821213811538e-19
80,3570,1.8825212039886404e-19
81,3640,1.7363999010862673e-19
82,3710,1.6022586406951465e-19
83,3780,1.4790225970050445e-19
84,3850,1.3657260639840393e-19
85,3920,1.2614997256501092e-19
86,3990,1.1655596167834957e-19
87,4060,1.077197524005413e-19
88,4130,9.957726182631708e-20
89,4200,9.207041416326742e-20
90,4270,8.514650003040199e-20
91,4340,7.87576138100635e-20
92,4410,7.286015828795928e-20
93,4480,6.741440770537028e-20
94,4550,6.238412125151671e-20
95,4620,5.77362006147991e-20
96,4690,5.344038582643546e-20
97,4760,4.9468984603504064e-20
98,4830,4.579663094484072e-20
99,4900,4.240006949740046e-20
100,4970,3.9257962484546325e-20
101,5040,3.635071657707879e-20
102,5110,3.3660327363919406e-20
103,5180,3.1170239350872444e-20
104,5250,2.8865219775983083e-20
105,5320,2.6731244684486747e-20
106,5390,2.4755395903332235e-20
107,5460,2.292576775359594e-20
108,5530,2.12313824147434e-20
109,5600,1.9662113125121686e-20
110,5670,1.8208614311640526e-20
111,5740,1.6862257975249035e-20
112,5810,1.561507575674731e-20
113,5880,1.4459706018088702e-20
114,5950,1.3389345546364551e-20
115,6020,1.2397705381710854e-20
116,6090,1.147897037759988e-20
117,6160,1.0627762190321346e-20
118,6230,9.839105313477798e-21
119,6300,9.108395929137735e-21
120,6370,8.43137331537857e-21
121,6440,7.804093552410121e-21
122,6510,7.222905361634642e-21
123,6580,6.684427877232448e-21
124,6650,6.185530163330966e-21
125,6720,5.723312373472381e-21
126,6790,5.295088366993343e-21
127,6860,4.8983696959059855e-21
128,6930,4.530850810963777e-21
129,7000,4.1903954427864176e-21
130,7070,3.875023992492894e-21
131,7140,3.582901920481542e-21
132,7210,3.312328986992529e-21
133,7280,3.0617293360345458e-21
134,7350,2.8296423124898587e-21
135,7420,2.614713972570139e-21
136,7490,2.4156892382867573e-21
137,7560,2.2314046343791906e-21
138,7630,2.0607815650908107e-21
139,7700,1.9028200975135645e-21
140,7770,1.756593199009398e-21
141,7840,1.621241415920473e-21
142,7910,1.4959679218761041e-21
143,7980,1.3800339551585448e-21
144,8050,1.2727545827604769e-21
145,8120,1.1734947704137017e-21
146,8190,1.081665756851771e-21
147,8260,9.967216697084542e-22
148,8330,9.181564135704853e-22
149,8400,8.45500783651698e-22
150,8470,7.783197577239972e-22
151,8540,7.162100379420625e-22
152,8610,6.587977285438459e-22
153,8680,6.05736201044186e-22
154,8750,5.567041208541869e-22
155,8820,5.114035999683314e-22
156,8890,4.695584991192054e-22
157,8960,4.309128483193377e-22
158,9030,3.952293729451253e-22
159,9100,3.622881519193871e-22
160,9170,3.31885342328511e-22
161,9240,3.038320192729965e-22
162,9310,2.7795308710938893e-22
163,9380,2.540862781282291e-22
164,9450,2.320812201053184e-22
165,9520,2.117985683696944e-22
166,9590,1.9310920770133027e-22
167,9660,1.7589350651555721e-22
168,9730,1.6004062676681436e-22
169,9800,1.4544788524014485e-22
170,9870,1.3202015847260326e-22
171,9940,1.1966933001997697e-22
172,10000,1.098780025540282e-22
173,10070,9.931518769427021e-23
174,10140,8.961174119809376e-23
175,10210,8.070213052385041e-23
176,10280,7.252566278579341e-23
177,10350,6.50261555708841e-23
178,10420,5.815159089811096e-23
179,10490,5.18538163217164e-23
180,10560,4.6088266334821414e-23
181,10630,4.081369189314775e-23
182,10700,3.599192353810369e-23
183,10770,3.158764202708759e-23
184,10840,2.7568173867697224e-23
185,10910,2.3903295930769202e-23
186,10980,2.0565046046604948e-23
187,11050,1.752757062029805e-23
188,11120,1.476696949187086e-23
189,11190,1.226113751278472e-23
190,11260,9.989639633795489e-24
191,11330,7.933595418488964e-24
192,11400,6.075563856732933e-24
193,11470,4.3994250031917046e-24
194,11540,2.8902721627143425e-24
195,11610,1.5343611573692164e-24
196,11680,3.1900499905125565e-25
197,11750,-7.675170890714671e-25
198,11820,-1.7360392298844677e-24
199,11890,-2.5965435632297588e-24
200,11960,-3.3582328694838735e-24
201,12030,-4.029581884388714e-24
202,12100,-4.618429315352648e-24
203,12170,-5.132000956913774e-24
204,12240,-5.5769522093284536e-24
205,12310,-5.959400095180151e-24
206,12380,-6.284976904318879e-24
207,12450,-6.5588655709710084e-24
208,12520,-6.785843493430859e-24
209,12590,-6.970312934629415e-24
210,12660,-7.11633157056294e-24
211,12730,-7.227613312911805e-24
212,12800,-7.307555102683603e-24
213,12870,-7.359261522880677e-24
214,12940,-7.385585237220363e-24
215,13010,-7.389174995716747e-24
216,13080,-7.372473569742315e-24
217,13150,-7.33773077438666e-24
218,13220,-7.286974747634832e-24
219,13290,-7.222023678672268e-24
220,13360,-7.144520504825655e-24
221,13430,-7.055974683760843e-24
222,13500,-6.957804009927941e-24
223,13570,-6.851337920232052e-24
224,13640,-6.737805972792736e-24
225,13710,-6.61830377394126e-24
226,13780,-6.493793746962181e-24
227,13850,-6.3651142588700084e-24
228,13920,-6.2330048046930645e-24
229,13990,-6.098145482247235e-24
230,14060,-5.96117666774535e-24
231,14130,-5.8227053968791036e-24
232,14200,-5.6833028924196494e-24
233,14270,-5.5434901214612565e-24
234,14340,-5.403715489006936e-24
235,14410,-5.2643646450154535e-24
236,14480,-5.125763388840483e-24
237,14550,-4.988182898671316e-24
238,14620,-4.851860860305592e-24
