,time_AU,CFFval
0,0,1.0042990378822289e-12
1,35,9.9289179221564e-13
2,70,9.59932722846861e-13
3,105,9.088960374791209e-13
4,140,8.446595117800584e-13
5,175,7.72518738546064e-13
6,210,6.973424417262199e-13
7,245,6.23049922594293e-13
8,280,5.524272142464062e-13
9,315,4.871931946371732e-13
10,350,4.2819857770495494e-13
11,385,3.7566243819148506e-13
12,420,3.2938877444555925e-13
13,455,2.889384824950203e-13
14,490,2.537530829848148e-13
15,525,2.232367883535897e-13
16,560,1.9680673427588845e-13
17,595,1.739208068058335e-13
18,630,1.5409069602552065e-13
19,665,1.3688577966728756e-13
20,700,1.2193168894996136e-13
21,735,1.0890607181297045e-13
22,770,9.753312085576161e-14
23,805,8.757779509448412e-14
24,840,7.884025205525819e-14
25,875,7.115074953162282e-14
26,910,6.43651219901362e-14
27,945,5.836084819346092e-14
28,980,5.3033679263145775e-14
29,1015,4.8294773892459793e-14
30,1050,4.406827940718093e-14
31,1085,4.0289297427788135e-14
32,1120,3.690217709937268e-14
33,1155,3.385908491095282e-14
34,1190,3.1118806705234503e-14
35,1225,2.864574386770038e-14
36,1260,2.6409071529839e-14
37,1295,2.438203178410008e-14
38,1330,2.2541339364007287e-14
39,1365,2.0866681030195704e-14
40,1400,1.9340293088469852e-14
41,1435,1.7946604125421845e-14
42,1470,1.667193225702617e-14
43,1505,1.5504228015358875e-14
44,1540,1.4432855511041085e-14
45,1575,1.3448405757293275e-14
46,1610,1.2542537071951661e-14
47,1645,1.1707838324007944e-14
48,1680,1.0937711493522004e-14
49,1715,1.0226270594279291e-14
50,1750,9.568254488911761e-15
51,1785,8.958951524675205e-15
52,1820,8.394134248219399e-15
53,1855,7.870002732687707e-15
54,1890,7.38313527962822e-15
55,1925,6.9304454488355605e-15
56,1960,6.509144529178787e-15
57,1995,6.116708697510612e-15
58,2030,5.750850224682019e-15
59,2100,5.090746183900221e-15
60,2170,4.5143640255837866e-15
61,2240,4.009676747110275e-15
62,2310,3.566632130476817e-15
63,2380,3.1767852215429904e-15
64,2450,2.833006946134452e-15
65,2520,2.5292516325784005e-15
66,2590,2.260370402506929e-15
67,2660,2.0219605087831128e-15
68,2730,1.810243010608659e-15
69,2800,1.6219629206332649e-15
70,2870,1.454307272521812e-15
71,2940,1.3048375586668016e-15
72,3010,1.1714337501379533e-15
73,3080,1.052247701514527e-15
74,3150,9.456641962453344e-16
75,3220,8.5026824294771005e-16
76,3290,7.648175089142932e-16
77,3360,6.882189945522618e-16
78,3430,6.195092238476109e-16
79,3500,5.57837361842711e-16
80,3570,5.02450778710738e-16
81,3640,4.526826664615256e-16
82,3710,4.07941384365099e-16
83,3780,3.6770126532030253e-16
84,3850,3.314946610194438e-16
85,3920,2.9890504125035357e-16
86,3990,2.695609926809381e-16
87,4060,2.431309877655669e-16
88,4130,2.1931881461922798e-16
89,4200,1.978595760418664e-16
90,4270,1.7851617982675834e-16
91,4340,1.6107625390991118e-16
92,4410,1.4534943043255782e-16
93,4480,1.3116495015562642e-16
94,4550,1.1836954631528516e-16
95,4620,1.0682557226261923e-16
96,4690,9.640934250814699e-17
97,4760,8.700966084943012e-17
98,4830,7.852651270925862e-17
99,4900,7.086990204511233e-17
100,4970,6.395881561523839e-17
101,5040,5.772029963782847e-17
102,5110,5.208863584217385e-17
103,5180,4.700460547320843e-17
104,5250,4.241483133661294e-17
105,5320,3.827118897359708e-17
106,5390,3.453027943599974e-17
107,5460,3.1152956789225745e-17
108,5530,2.810390434827736e-17
109,5600,2.5351254371864525e-17
110,5670,2.286624669381404e-17
111,5740,2.0622921846324253e-17
112,5810,1.8597845306357975e-17
113,5880,1.676985953071507e-17
114,5950,1.5119860706293552e-17
115,6020,1.3630597899698613e-17
116,6090,1.2286492136459297e-17
117,6160,1.1073473422384313e-17
118,6230,9.978833894897553e-18
119,6300,8.99109541473013e-18
120,6370,8.099890215760725e-18
121,6440,7.29585318838837e-18
122,6510,6.5705247967299226e-18
123,6580,5.9162633878023564e-18
124,6650,5.3261661025168864e-18
125,6720,4.7939974694810274e-18
126,6790,4.314124915335522e-18
127,6860,3.881460543902853e-18
128,6930,3.4914085813041775e-18
129,7000,3.139817869191906e-18
130,7070,2.822938991043184e-18
131,7140,2.5373854495894152e-18
132,7210,2.2800987703667105e-18
133,7280,2.0483167426776282e-18
134,7350,1.8395449584046746e-18
135,7420,1.6515308718928076e-18
136,7490,1.4822405129502682e-18
137,7560,1.3298374090659113e-18
138,7630,1.192663470077406e-18
139,7700,1.0692218294262821e-18
140,7770,9.581611964437912e-19
141,7840,8.582618388239999e-19
142,7910,7.684228801698623e-19
143,7980,6.876507443171082e-19
144,8050,6.150488014441821e-19
145,8120,5.498080368753324e-19
146,8190,4.91198488909153e-19
147,8260,4.385615561777103e-19
148,8330,3.9130323042815014e-19
149,8400,3.4888773474208694e-19
150,8470,3.1083176174510973e-19
151,8540,2.7669950516288315e-19
152,8610,2.460981506410991e-19
153,8680,2.1867349364340743e-19
154,8750,1.94106102186464e-19
155,8820,1.7210813535646346e-19
156,8890,1.5242036121103373e-19
157,8960,1.3480915566838334e-19
158,9030,1.1906383657599008e-19
159,9100,1.049946239712473e-19
