,time_AU,CFFval
0,0,4.51789312335806e-27
1,35,4.3402217644756035e-27
2,70,3.858850775624919e-27
3,105,3.2032133838810272e-27
4,140,2.5209833049954457e-27
5,175,1.9216248151639413e-27
6,210,1.4518363311950292e-27
7,245,1.106129667138942e-27
8,280,8.543166902679168e-28
9,315,6.656012471595705e-28
10,350,5.190553335168205e-28
11,385,4.0314181846331674e-28
12,420,3.113639955721837e-28
13,455,2.390699846926131e-28
14,490,1.8241163417159719e-28
15,525,1.381821289164362e-28
16,560,1.0393746881199866e-28
17,595,7.762421676289621e-29
18,630,5.75851638837955e-29
19,665,4.2419773646945546e-29
20,700,3.1040034279279684e-29
21,735,2.2570575165223898e-29
22,770,1.631188061664755e-29
23,805,1.1733367601005772e-29
24,840,8.3771379995493e-30
25,875,5.9627467389150846e-30
26,910,4.2242409404850335e-30
27,945,2.9840805208070323e-30
28,980,2.0981800704222733e-30
29,1015,1.4628381350501921e-30
30,1050,1.0303050667760615e-30
31,1085,7.196644961739885e-31
32,1120,5.0149190354488805e-31
33,1155,3.464719181834477e-31
34,1190,2.402470681028561e-31
35,1225,1.6274756609583407e-31
36,1260,1.1604202584731187e-31
37,1295,8.093363856835322e-32
38,1330,5.330494502683921e-32
39,1365,3.2894202806413445e-32
40,1400,2.455484023043044e-32
41,1435,1.3473906920746228e-32
42,1470,1.2368559160512666e-32
43,1505,1.2715875547815288e-32
44,1540,6.117147786153741e-33
45,1575,1.4757403907667208e-33
46,1610,2.986851153075373e-33
47,1645,2.037798329011309e-33
48,1680,1.5344030660362477e-33
49,1715,2.4386226674006802e-33
50,1750,-3.871950607936637e-33
51,1785,2.1725686801143725e-33
52,1820,-4.990221735647745e-33
53,1855,1.7938527899266588e-33
54,1890,-1.402670338468528e-33
55,1925,2.3625141338289023e-34
56,1960,1.4418495970006825e-35
57,1995,-6.6873644483577495e-34
58,2030,-2.027819381399446e-33
59,2100,-5.7147623771184175e-34
60,2170,3.148206126755714e-33
61,2240,-5.724580749588576e-33
62,2310,2.4649615883827696e-33
63,2380,-1.948996449484294e-33
64,2450,-2.1124068715469912e-33
65,2520,-2.4454663547941825e-33
66,2590,-4.0641016995154046e-33
67,2660,7.772459139520602e-33
68,2730,4.794360834359271e-33
69,2800,1.4292194691803753e-33
70,2870,2.8055007067103734e-33
71,2940,1.392541597074615e-33
72,3010,-3.1140037950950424e-33
73,3080,-2.971751379235429e-33
74,3150,2.374547487855151e-33
75,3220,-2.645519793170406e-33
76,3290,2.3950048021145938e-33
77,3360,-2.5217203139789308e-33
78,3430,4.759123343792793e-33
79,3500,2.500663292396531e-33
80,3570,5.6546550398470324e-33
81,3640,1.3578712158529253e-33
82,3710,-5.694018192129218e-34
83,3780,2.8556133510946483e-34
84,3850,1.3952035579853477e-33
85,3920,2.1494281164302254e-33
86,3990,2.035158864023051e-33
87,4060,2.2583790633856186e-33
88,4130,4.5626574918380384e-33
89,4200,-4.7621180499054215e-33
90,4270,-3.3227085892911696e-33
91,4340,-2.931957450715548e-36
92,4410,-3.2041023389597984e-33
93,4480,-2.1044927703896025e-33
94,4550,-1.1307398968990528e-33
95,4620,2.3579330455553592e-33
96,4690,-2.374463096233372e-33
97,4760,1.5094295398951004e-33
98,4830,-2.8077653172088826e-33
99,4900,1.852468280374417e-33
100,4970,-2.5520816422608405e-33
101,5040,-1.1506036491352588e-33
102,5110,2.2255152465945384e-33
103,5180,-1.450084401774708e-33
104,5250,9.527196607448615e-35
105,5320,-3.467310272227113e-33
106,5390,5.78832017099858e-33
107,5460,2.103958981136032e-33
108,5530,-4.3648841713779504e-33
109,5600,1.1247516245767097e-33
110,5670,-2.716863636754727e-33
111,5740,-1.2081467849981113e-33
112,5810,2.211247835173001e-33
113,5880,-1.8813646152964144e-33
114,5950,6.341639163458164e-33
115,6020,1.1875095332062376e-33
116,6090,-3.5833190251121075e-34
117,6160,2.1750500056840628e-33
118,6230,1.3222815830562256e-33
119,6300,-2.157982938906828e-33
120,6370,-3.6097680997192856e-33
121,6440,-6.631430394319765e-34
122,6510,2.508878008476039e-33
123,6580,-1.9070299451649535e-33
124,6650,5.2189158394357266e-33
125,6720,1.3984211009398225e-33
126,6790,-2.816858100562589e-33
127,6860,-1.2521752379347433e-33
128,6930,3.0145408304961164e-33
129,7000,5.832347440193778e-34
130,7070,-1.7109250694071164e-34
131,7140,1.0519787831490312e-33
132,7210,2.2657495725210952e-33
133,7280,7.645492482175362e-35
134,7350,-3.3352478291833516e-33
135,7420,-7.6152464758045445e-34
136,7490,-2.0432518377308762e-33
137,7560,2.314164061990056e-33
138,7630,-2.5787938315889184e-33
139,7700,3.9863102054572337e-33
140,7770,2.797564891308457e-34
141,7840,-3.68733871474642e-34
142,7910,6.752542201846103e-34
143,7980,-3.8038481169731626e-33
144,8050,-1.2343450956547985e-33
145,8120,8.580914639214216e-35
146,8190,1.2016584045235149e-33
147,8260,4.2835439265464395e-34
148,8330,2.201146139112641e-33
149,8400,3.8698219188471115e-33
150,8470,4.6038764412195875e-34
151,8540,4.3360345182369396e-34
152,8610,1.8214452875207084e-33
153,8680,-1.0830566234620524e-33
154,8750,-6.094959948289778e-33
155,8820,-5.058949430239845e-33
156,8890,-1.0550883227217655e-32
157,8960,-2.7428381310903044e-32
158,9030,-5.114520401844829e-32
159,9100,-9.546105336120751e-32
160,9170,-1.7828384482882952e-31
161,9240,-3.2489721886317353e-31
162,9310,-5.786039597118848e-31
163,9380,-1.0246180553447831e-30
164,9450,-1.7609173184385913e-30
165,9520,-2.9678495325427097e-30
166,9590,-4.8679336497690445e-30
167,9660,-7.824470865680734e-30
168,9730,-1.2290661377094669e-29
169,9800,-1.8893942812176485e-29
170,9870,-2.840367785546923e-29
171,9940,-4.1704561508027273e-29
172,10010,-5.968660888593071e-29
173,10080,-8.307777657612404e-29
174,10150,-1.1214293643362903e-28
175,10220,-1.465105163772477e-28
176,10290,-1.8503180881561238e-28
177,10360,-2.2583819521219163e-28
178,10430,-2.6673656375730828e-28
179,10500,-3.056921196484921e-28
