,time_AU,CFFval
0,0,7.619906795408699e-22
1,35,7.6012976978315575e-22
2,70,7.545915433108424e-22
3,105,7.4550704252603675e-22
4,140,7.330866947480349e-22
5,175,7.176091616079426e-22
6,210,6.994072312215134e-22
7,245,6.788519898297317e-22
8,280,6.563365447187059e-22
9,315,6.322604569601555e-22
10,350,6.070158178207371e-22
11,385,5.809756151752784e-22
12,420,5.544847348713775e-22
13,455,5.278536671512479e-22
14,490,5.013547668853729e-22
15,525,4.752207610151716e-22
16,560,4.496451073813839e-22
17,595,4.247837774757816e-22
18,630,4.0075804838728153e-22
19,665,3.776579318715953e-22
20,700,3.555459278086605e-22
21,735,3.3446085461532927e-22
22,770,3.1442157274813623e-22
23,805,2.954304744087433e-22
24,840,2.7747666046434347e-22
25,875,2.6053876367917373e-22
26,910,2.4458740605193183e-22
27,945,2.295872984635088e-22
28,980,2.154990043609951e-22
29,1015,2.022803972815981e-22
30,1050,1.898878459976972e-22
31,1085,1.7827716209296391e-22
32,1120,1.6740434380961511e-22
33,1155,1.5722614777240391e-22
34,1190,1.4770051724870346e-22
35,1225,1.38786892344175e-22
36,1260,1.304464242327474e-22
37,1295,1.2264211235166221e-22
38,1330,1.153388805681772e-22
39,1365,1.0850360569217822e-22
40,1400,1.0210510939375962e-22
41,1435,9.611412257894804e-23
42,1470,9.05032295644292e-23
43,1505,8.524679794729812e-23
44,1540,8.032089885788195e-23
45,1575,7.570322128454821e-23
46,1610,7.137298333844428e-23
47,1645,6.731084265729092e-23
48,1680,6.349880760622213e-23
49,1715,5.992015049979723e-23
50,1750,5.655932372348103e-23
51,1785,5.340187935887872e-23
52,1820,5.0434392703940244e-23
53,1855,4.7644389912730643e-23
54,1890,4.5020279852669123e-23
55,1925,4.255129018074168e-23
56,1960,4.022740756972621e-23
57,1995,3.803932196344191e-23
58,2030,3.597837470440907e-23
59,2100,3.220623200640898e-23
60,2170,2.8852993138197854e-23
61,2240,2.586835643615912e-23
62,2310,2.3208611761309482e-23
63,2380,2.0835707851651658e-23
64,2450,1.871645763155124e-23
65,2520,1.682186137874295e-23
66,2590,1.512653016310285e-23
67,2660,1.3608194367619524e-23
68,2730,1.2247284291196297e-23
69,2800,1.1026571776412537e-23
70,2870,9.930863499398274e-24
71,2940,8.946738015315756e-24
72,3010,8.06231989513914e-24
73,3080,7.267085340508337e-24
74,3150,6.5516945511666295e-24
75,3220,5.907846865267393e-24
76,3290,5.3281553191497046e-24
77,3360,4.806037798103963e-24
78,3430,4.335622388508967e-24
79,3500,3.9116649101715076e-24
80,3570,3.5294769163028726e-24
81,3640,3.1848627079922467e-24
82,3710,2.8740641280608875e-24
83,3780,2.5937120824707675e-24
84,3850,2.340783891342737e-24
85,3920,2.11256570161549e-24
86,3990,1.906619303364149e-24
87,4060,1.7207527851789595e-24
88,4130,1.5529945431059904e-24
89,4200,1.4015702247138166e-24
90,4270,1.2648822469182738e-24
91,4340,1.1414915747846452e-24
92,4410,1.0301014899535575e-24
93,4480,9.295431132666315e-25
94,4550,8.387624765393142e-25
95,4620,7.568089649669829e-25
96,4690,6.828249740166173e-25
97,4760,6.16036644003717e-25
98,4830,5.557455524430525e-25
99,4900,5.013212586814163e-25
100,4970,4.521946081122751e-25
101,5040,4.0785171433299404e-25
102,5110,3.678285471094848e-25
103,5180,3.317060621234083e-25
104,5250,2.9910581580364927e-25
105,5320,2.696860148819306e-25
106,5390,2.4313795591100955e-25
107,5460,2.1918281514179427e-25
108,5530,1.9756875321630693e-25
109,5600,1.7806830299465629e-25
110,5670,1.6047601209130668e-25
111,5740,1.4460631470585648e-25
112,5810,1.3029161007219176e-25
113,5880,1.1738052713899328e-25
114,5950,1.057363572812677e-25
115,6020,9.52356385805379e-26
116,6090,8.576687681555937e-26
117,6160,7.722938987049136e-26
118,6230,6.953226353942601e-26
119,6300,6.259340796945435e-26
120,6370,5.633870507555972e-26
121,6440,5.070123813155273e-26
122,6510,4.5620595579534e-26
123,6580,4.1042241889869076e-26
124,6650,3.69169489544556e-26
125,6720,3.320028227735542e-26
126,6790,2.985213668194942e-26
127,6860,2.683631686078302e-26
128,6930,2.4120158333882903e-26
129,7000,2.1674184996708823e-26
130,7070,1.94717996441362e-26
131,7140,1.7489004387893874e-26
132,7210,1.570414809100807e-26
133,7280,1.4097698247670322e-26
134,7350,1.2652034950223875e-26
135,7420,1.1351264766294108e-26
136,7490,1.0181052621728355e-26
137,7560,9.12846991195903e-27
138,7630,8.181857347197051e-27
139,7700,7.33070107066042e-27
140,7770,6.565520832627052e-27
141,7840,5.877769024417009e-27
142,7910,5.259739658273421e-27
143,7980,4.7044859741550286e-27
144,8000,4.5564800560103716e-27
145,8070,4.0728256474732356e-27
146,8140,3.638534607127487e-27
147,8210,3.2486698031903006e-27
148,8280,2.898783999844977e-27
149,8350,2.584866083410149e-27
150,8420,2.3033032414437e-27
151,8490,2.0508489389189225e-27
152,8560,1.824558734496808e-27
153,8630,1.6217855462243304e-27
154,8700,1.4401951626784368e-27
155,8770,1.2776131905269615e-27
156,8840,1.1320282583196309e-27
157,8910,1.0018653875124719e-27
158,8980,8.856647325914246e-28
159,9050,7.815734554704913e-28
160,9120,6.882783724869524e-28
161,9190,6.056903071827115e-28
162,9260,5.327024686952859e-28
163,9330,4.660990982915937e-28
164,9400,4.0511887237967565e-28
165,9470,3.537925877695085e-28
166,9540,3.1251015830906553e-28
167,9610,2.715726422583189e-28
168,9680,2.2439514769403576e-28
169,9750,1.8453686220131223e-28
170,9820,1.7128093408452847e-28
171,9890,1.722671426880547e-28
172,9960,1.430406852334968e-28
173,10030,6.757179741965191e-29
174,10100,6.763547751326927e-30
175,10170,4.532271343440206e-29
176,10240,1.6900870550015544e-28
177,10310,2.2539116036398557e-28
178,10380,6.470720926874499e-29
179,10450,-2.521857651800877e-28
180,10520,-4.213537386807029e-28
181,10590,-1.4842792973920029e-28
182,10660,5.02471480246908e-28
183,10730,1.0147564406362768e-27
184,10800,7.6124559922502485e-28
185,10870,-4.219823768757689e-28
186,10940,-1.898810431037356e-27
187,11010,-2.494677747132335e-27
188,11080,-1.2863673854731162e-27
189,11150,1.5847031123290948e-27
190,11220,4.678753485194515e-27
191,11290,5.877781827170817e-27
192,11360,3.5949764059496325e-27
193,11430,-2.091503076935015e-27
194,11500,-9.064549507722156e-27
