,time_AU,CFFval
0,0,3.3384842779035768e-21
1,35,3.302625960393252e-21
2,70,3.198788935916327e-21
3,105,3.037309539430587e-21
4,140,2.832843599153605e-21
5,175,2.6015352585321645e-21
6,210,2.358515643184746e-21
7,245,2.1162686290420163e-21
8,280,1.883959344845752e-21
9,315,1.6675141989283717e-21
10,350,1.4701355734773548e-21
11,385,1.292973531765198e-21
12,420,1.1357735697053069e-21
13,455,9.974124571667516e-22
14,490,8.762986048853499e-22
15,525,7.706482358003875e-22
16,560,6.786623356839001e-22
17,595,5.9863100366597795e-22
18,630,5.289880809385761e-22
19,665,4.68333611201324e-22
20,700,4.1543667490531866e-22
21,735,3.692270773772047e-22
22,770,3.287813890070788e-22
23,805,2.9330675115960543e-22
24,840,2.6212445809163497e-22
25,875,2.3465442854441293e-22
26,910,2.1040110690611232e-22
27,945,1.889409985547964e-22
28,980,1.6991184671443712e-22
29,1015,1.5300334500042605e-22
30,1050,1.379492310788128e-22
31,1085,1.2452058850646837e-22
32,1120,1.1252018819469757e-22
33,1155,1.0177771490850588e-22
34,1190,9.214574287309406e-23
35,1225,8.349634103165508e-23
36,1260,7.571820831769058e-23
37,1295,6.871425896934866e-23
38,1330,6.239958704077886e-23
39,1365,5.669974926135679e-23
40,1400,5.154931610825188e-23
41,1435,4.689064660996525e-23
42,1470,4.267284988902895e-23
43,1505,3.88509014904725e-23
44,1540,3.538488712012697e-23
45,1575,3.223935282561543e-23
46,1610,2.938274388404213e-23
47,1645,2.678692095080498e-23
48,1680,2.4426742116111905e-23
49,1715,2.22797010217916e-23
50,1750,2.032561606337523e-23
51,1785,1.8546361498248218e-23
52,1820,1.6925637126489366e-23
53,1855,1.5448766896639085e-23
54,1890,1.4102524258714696e-23
55,1925,1.2874977168669633e-23
56,1960,1.1755351042334693e-23
57,1995,1.0733907035936653e-23
58,2030,9.801832180066549e-24
59,2100,8.174594209902021e-24
60,2170,6.818226927660401e-24
61,2240,5.6870017159470486e-24
62,2310,4.7431113094116604e-24
63,2380,3.955273290214436e-24
64,2450,3.297565034320801e-24
65,2520,2.7484439692577652e-24
66,2590,2.289956226122554e-24
67,2660,1.907124637859876e-24
68,2730,1.5874711326930139e-24
69,2800,1.3206094226590199e-24
70,2870,1.0978811031240883e-24
71,2940,9.120421346498642e-25
72,3010,7.570202488307133e-25
73,3080,6.277358453510723e-25
74,3150,5.199559382285927e-25
75,3220,4.3015592908565745e-25
76,3290,3.553873351040121e-25
77,3360,2.9317147375284204e-25
78,3430,2.4142588498863078e-25
79,3500,1.9841358853896715e-25
80,3570,1.62693865334025e-25
81,3640,1.3306735484081207e-25
82,3710,1.0852511540867516e-25
83,3780,8.82140004696782e-26
84,3850,7.141948464882328e-26
85,3920,5.755180996772454e-26
86,3990,4.6125641759947804e-26
87,4060,3.673460989591745e-26
88,4130,2.903256442663598e-26
89,4200,2.2725765527625691e-26
90,4270,1.757207219734651e-26
91,4340,1.337609754450954e-26
92,4410,9.97761526545811e-27
93,4480,7.239246876762496e-27
94,4550,5.04134075774962e-27
95,4620,3.2838485446800906e-27
96,4690,1.8880086537433738e-27
97,4760,7.924127074555981e-28
98,4830,-5.465977945023547e-29
99,4900,-7.0062373540815525e-28
100,4970,-1.1870892086015349e-27
101,5040,-1.5465044521116755e-27
102,5110,-1.8018194457593035e-27
103,5180,-1.9705535611810955e-27
104,5250,-2.0697690132811414e-27
105,5320,-2.1167829123293315e-27
106,5390,-2.1258145154515112e-27
107,5460,-2.1056783319051463e-27
108,5530,-2.060853593132144e-27
109,5600,-1.9955318023638703e-27
110,5670,-1.9158088169290302e-27
111,5740,-1.8279302495638733e-27
112,5810,-1.735946448927964e-27
113,5880,-1.640929207565517e-27
114,5950,-1.5435324668206563e-27
115,6020,-1.4460776915148309e-27
116,6090,-1.3525872268854115e-27
117,6160,-1.2656200620604636e-27
118,6230,-1.18504757947164e-27
119,6300,-1.1087502773229131e-27
120,6370,-1.034924300657471e-27
121,6440,-9.650093427551188e-28
122,6510,-8.988904084107213e-28
123,6580,-8.383707091661132e-28
124,6650,-7.801544537926306e-28
125,6720,-7.235582702531356e-28
126,6790,-6.688191944976653e-28
127,6860,-6.1916448316529665e-28
128,6930,-5.622740709280781e-28
129,7000,-5.476413628292186e-28
130,7070,-4.391050967258868e-28
131,7140,-5.2013718263465e-28
132,7210,-3.2965762469428113e-28
133,7280,-3.7229509170703774e-28
134,7350,-5.4781087892656675e-28
135,7420,9.459794053841035e-29
136,7490,-5.612669372378577e-28
137,7560,-7.616239051489912e-28
138,7630,1.0342821368906809e-27
139,7700,-6.8030856850220385e-28
140,7770,-2.351826507785176e-27
141,7840,2.336205066263923e-27
142,7910,2.4257620216674097e-27
143,7980,-5.823291925377119e-27
144,8050,-3.828115573935504e-27
145,8120,9.912964747383195e-27
146,8190,6.918193021699391e-27
147,8260,-1.604463665483611e-26
148,8330,-1.868353106224389e-26
149,8400,1.3414992322257618e-26
150,8470,3.393466677443277e-26
151,8540,2.590003693835447e-28
152,8610,-6.062321495805353e-26
153,8680,-7.499930957089744e-26
154,8750,-1.392235981760715e-26
155,8820,5.443564545512768e-26
156,8890,2.944782561710777e-26
157,8960,-1.1531926442702397e-25
158,9030,-3.120263685484609e-25
159,9100,-4.664438799234587e-25
160,9170,-5.321132059669865e-25
161,9240,-5.52783976464102e-25
162,9310,-6.611651894795671e-25
163,9380,-1.0168460884905231e-24
164,9450,-1.7186592694840924e-24
165,9520,-2.7739657442647542e-24
166,9590,-4.1488308696332124e-24
167,9660,-5.834284289230345e-24
168,9730,-7.871350462484414e-24
169,9800,-1.035030341948229e-23
170,9870,-1.342039990953762e-23
171,9940,-1.7300345693723856e-23
172,10000,-2.1470173076511804e-23
173,10070,-2.754277182175924e-23
174,10140,-3.510073005134812e-23
175,10210,-4.4282052298830986e-23
176,10280,-5.521588629447982e-23
177,10350,-6.807341282289374e-23
178,10420,-8.30699065747735e-23
179,10490,-1.0040420671048688e-22
180,10560,-1.201619431455655e-22
181,10630,-1.4222753501314183e-22
182,10700,-1.662462509516004e-22
183,10770,-1.916617975314404e-22
184,10840,-2.178329272618732e-22
185,10910,-2.44204655501136e-22
186,10980,-2.70479529550974e-22
187,11050,-2.967149199837892e-22
188,11120,-3.2328011295420617e-22
189,11190,-3.506496436117948e-22
190,11260,-3.790760270123901e-22
191,11330,-4.0824859164386384e-22
192,11400,-4.3707453619778675e-22
193,11470,-4.63695012490611e-22
194,11540,-4.857770005181681e-22
195,11610,-5.010266926997311e-22
196,11680,-5.0778819818324065e-22
197,11750,-5.05553636565054e-22
198,11820,-4.9523053005655e-22
199,11890,-4.7908148277515295e-22
200,11960,-4.603443125995453e-22
201,12030,-4.426269595141681e-22
202,12100,-4.29225143420106e-22
203,12170,-4.225198120983156e-22
204,12240,-4.235790083101404e-22
205,12310,-4.320295831890847e-22
206,12380,-4.461977816122639e-22
207,12450,-4.634619103866035e-22
208,12520,-4.807264362378762e-22
209,12590,-4.949183028863751e-22
210,12660,-5.034194694329748e-22
211,12730,-5.043768753993526e-22
212,12800,-4.968633229488483e-22
213,12870,-4.808924675828376e-22
214,12940,-4.573131871795745e-22
215,13010,-4.276210672894047e-22
216,13080,-3.9372800868944943e-22
217,13150,-3.577269657229884e-22
218,13220,-3.2168051568355424e-22
219,13290,-2.8745177009937795e-22
220,13360,-2.5658609443384842e-22
221,13430,-2.3024419248342183e-22
222,13500,-2.0918088697903048e-22
223,13570,-1.9376061336351136e-22
224,13640,-1.8399953874934765e-22
225,13710,-1.7962357492107932e-22
226,13780,-1.8013435372993458e-22
227,13850,-1.8487507128361e-22
228,13920,-1.930921725022976e-22
229,13990,-2.0398910999006257e-22
230,14060,-2.167703495471293e-22
231,14130,-2.3067672636926467e-22
232,14200,-2.4500937192941363e-22
233,14270,-2.5914865669030013e-22
234,14340,-2.725614075789904e-22
235,14410,-2.8480832017303904e-22
236,14480,-2.9554034941046368e-22
237,14550,-3.0449763946265867e-22
238,14620,-3.1150377317857183e-22
239,14690,-3.1645277841261424e-22
240,14760,-3.193154038349687e-22
241,14830,-3.2010264856708365e-22
242,14900,-3.188996964507038e-22
243,14970,-3.1580126712733465e-22
244,15040,-3.1096153454977167e-22
245,15110,-3.0454588468057372e-22
246,15180,-2.967175489327341e-22
247,15250,-2.877075724971819e-22
248,15320,-2.776604449067203e-22
249,15390,-2.6680622102037097e-22
250,15460,-2.553399766739155e-22
251,15530,-2.4336992491894056e-22
252,15600,-2.3116925672232618e-22
253,15670,-2.1881081994318606e-22
254,15740,-2.0639697704681951e-22
255,15810,-1.942058289373528e-22
256,15880,-1.8215424944877369e-22
257,15950,-1.7035884798967582e-22
258,16020,-1.591027489906362e-22
259,16090,-1.481356157992485e-22
260,16160,-1.3756667156306997e-22
261,16230,-1.2775883290739851e-22
262,16300,-1.182999389559204e-22
263,16370,-1.09176361877697e-22
264,16440,-1.0096916303642513e-22
265,16510,-9.322540155615256e-23
266,16580,-8.5537012482889e-23
267,16650,-7.8731355474905e-23
268,16720,-7.275746507301557e-23
269,16790,-6.656750575737109e-23
270,16860,-6.069944014752883e-23
271,16930,-5.613783068390603e-23
272,17000,-5.179168897246271e-23
273,17070,-4.676894650085092e-23
274,17140,-4.255412798420426e-23
275,17210,-3.984048309045417e-23
276,17280,-3.671627211461762e-23
277,17350,-3.250344110977397e-23
278,17420,-2.940964552996722e-23
279,17490,-2.819876884178774e-23
280,17560,-2.633956642172051e-23
281,17630,-2.263203901769768e-23
282,17700,-1.971948913717645e-23
283,17770,-1.9491241126830508e-23
284,17840,-1.9447111280555e-23
285,17910,-1.6679345601887825e-23
286,17980,-1.290610784800352e-23
287,18050,-1.2004807734422852e-23
288,18120,-1.3795627123193252e-23
289,18190,-1.394039524163434e-23
290,18260,-1.0320164436377889e-23
291,18330,-6.3994680789595844e-24
292,18400,-6.5628218713351816e-24
293,18470,-9.945631940293158e-24
294,18540,-1.1275850180758865e-23
295,18610,-7.63421289641508e-24
296,18680,-2.346788954497619e-24
297,18750,-1.1231355782628835e-24
298,18820,-5.233703802400344e-24
