,time_AU,CFFval
0,0,4.076254657346109e-22
1,35,4.03727708144597e-22
2,70,3.9239655331618723e-22
3,105,3.7464226485046257e-22
4,140,3.5192255709579334e-22
5,175,3.258851193389684e-22
6,210,2.98127675326722e-22
7,245,2.7002637070995974e-22
8,280,2.4264861158365697e-22
9,315,2.1673876995033834e-22
10,350,1.9275211854715777e-22
11,385,1.709120031498026e-22
12,420,1.512715950545528e-22
13,455,1.3376932345710592e-22
14,490,1.1827336778498831e-22
15,525,1.046145907959834e-22
16,560,9.260932838237466e-23
17,595,8.207416463625005e-23
18,630,7.283481702964375e-23
19,665,6.47309219274891e-23
20,700,5.761810463520403e-23
21,735,5.136833465731135e-23
22,770,4.586926293422333e-23
23,805,4.102301006271882e-23
24,840,3.674470780068445e-23
25,875,3.2960984275944936e-23
26,910,2.960850312233175e-23
27,945,2.663261895692242e-23
28,980,2.398617595739285e-23
29,1015,2.1628455622741225e-23
30,1050,1.9524264970485566e-23
31,1085,1.7643152256086078e-23
32,1120,1.595873289514799e-23
33,1155,1.4448110610070712e-23
34,1190,1.3091380458937952e-23
35,1225,1.1871200702983549e-23
36,1260,1.0772426006067436e-23
37,1295,9.781794200402728e-24
38,1330,8.887660934058714e-24
39,1365,8.07977647359907e-24
40,1400,7.34909752220018e-24
41,1435,6.68762981081326e-24
42,1470,6.088295023692374e-24
43,1505,5.5448170796518646e-24
44,1540,5.051623820331962e-24
45,1575,4.6037601758382645e-24
46,1610,4.196811700888409e-24
47,1645,3.826836883218137e-24
48,1680,3.4903082064561154e-24
49,1715,3.1840608746501192e-24
50,1750,2.9052496853151507e-24
51,1785,2.651312273109509e-24
52,1820,2.4199390512512483e-24
53,1855,2.209047498942759e-24
54,1890,2.0167596292649745e-24
55,1925,1.841381704932414e-24
56,1960,1.6813856552693298e-24
57,1995,1.5353912520300544e-24
58,2030,1.4021500679193348e-24
59,2100,1.1695028093436331e-24
60,2170,9.755645016820468e-25
61,2240,8.138008234190686e-25
62,2310,6.787981015123859e-25
63,2380,5.660897528437315e-25
64,2450,4.71989930829378e-25
65,2520,3.934338559777104e-25
66,2590,3.2785156059329447e-25
67,2660,2.730874180121266e-25
68,2730,2.2734919827653644e-25
69,2800,1.8915756022516915e-25
70,2870,1.5728535808745157e-25
71,2940,1.3069952957386557e-25
72,3010,1.0852403082321113e-25
73,3080,9.002360174293303e-26
74,3150,7.459258249216056e-26
75,3220,6.173411401750794e-26
76,3290,5.1032072430800456e-26
77,3360,4.212986712033236e-26
78,3430,3.472298961813395e-26
79,3500,2.855973717765229e-26
80,3570,2.3437333653964928e-26
81,3640,1.9189844281293668e-26
82,3710,1.5674120767486855e-26
83,3780,1.2764374182087963e-26
84,3850,1.035425013050221e-26
85,3920,8.359660002780082e-27
86,3990,6.715200404230004e-27
87,4060,5.3655143337919486e-27
88,4130,4.259815696200479e-27
89,4200,3.352433767921365e-27
90,4270,2.6072525993583958e-27
91,4340,1.99834041640505e-27
92,4410,1.5057530075525786e-27
93,4480,1.1104010534791383e-27
94,4550,7.927526928685503e-28
95,4620,5.3623704204104e-28
96,4690,3.299621163492666e-28
97,4760,1.6748582204202491e-28
98,4830,4.287628227479425e-29
99,4900,-5.156420719253427e-29
100,4970,-1.2397113315387016e-28
101,5040,-1.798352319394806e-28
102,5110,-2.210410812084539e-28
103,5180,-2.482866847574541e-28
104,5250,-2.639370331591718e-28
105,5320,-2.720371902013869e-28
106,5390,-2.758494393213053e-28
107,5460,-2.764157071419807e-28
108,5530,-2.7273403438211926e-28
109,5600,-2.6468481355177323e-28
110,5670,-2.538384162630763e-28
111,5740,-2.424854649948974e-28
112,5810,-2.3164958237665675e-28
113,5880,-2.2046091408160047e-28
114,5950,-2.078933987327961e-28
115,6020,-1.942602477161791e-28
116,6090,-1.8117242856831594e-28
117,6160,-1.699409837640428e-28
118,6230,-1.6012179278260095e-28
119,6300,-1.5035134192701535e-28
120,6370,-1.4003040568467555e-28
121,6440,-1.2979216532138736e-28
122,6510,-1.2074510958547018e-28
123,6580,-1.1311498344894486e-28
124,6650,-1.0596030238478343e-28
125,6720,-9.826209862655819e-29
126,6790,-9.036270748658051e-29
127,6860,-8.285080922738647e-29
128,6930,-7.654816249080475e-29
129,7000,-7.233197524082034e-29
130,7070,-6.402763036098044e-29
131,7140,-6.465008084273876e-29
132,7210,-4.961114591253217e-29
133,7280,-5.217911040080367e-29
134,7350,-5.650444187690115e-29
135,7420,-1.797440057295364e-29
136,7490,-6.260872640455366e-29
137,7560,-5.932762257660778e-29
138,7630,5.292760967863684e-29
139,7700,-7.978571822105335e-29
140,7770,-1.6132280410101744e-28
141,7840,1.7845226091092443e-28
142,7910,1.2416363656084027e-28
143,7980,-4.727156504063056e-28
144,8050,-2.141233993771767e-28
145,8120,8.175647165113832e-28
146,8190,4.140514731681571e-28
147,8260,-1.4012321650130674e-27
148,8330,-1.3506789716276253e-27
149,8400,1.443625467206087e-27
150,8470,2.929184363486602e-27
151,8540,-2.853082469741266e-28
152,8610,-5.4077694249861865e-27
153,8680,-5.8957446971884666e-27
154,8750,3.200510724433101e-28
155,8820,6.680991059291425e-27
156,8890,4.141759050732056e-27
157,8960,-9.302088635308131e-27
158,9030,-2.6770971230318344e-26
159,9100,-3.8860159898009934e-26
160,9170,-4.116354352069244e-26
161,9240,-3.8586406016763397e-26
162,9310,-4.4683765533997267e-26
163,9380,-7.519209099183751e-26
164,9450,-1.3973366672686198e-25
165,9520,-2.3904294899458297e-25
166,9590,-3.696498780357298e-25
167,9660,-5.3036166217873925e-25
168,9730,-7.254214313708909e-25
169,9800,-9.652849317593316e-25
170,9870,-1.2678152581445472e-24
171,9940,-1.659000241360248e-24
172,10000,-2.088629673594216e-24
173,10070,-2.7275023594481195e-24
174,10140,-3.539677891262496e-24
175,10210,-4.5464312447817766e-24
176,10280,-5.767970526570601e-24
177,10350,-7.228000461015426e-24
178,10420,-8.954038259873388e-24
179,10490,-1.097199492570052e-23
180,10560,-1.329707236166052e-23
181,10630,-1.5924801526415488e-23
182,10700,-1.882600924492249e-23
183,10770,-2.1948518736713253e-23
184,10840,-2.522676458850468e-23
185,10910,-2.85979444123592e-23
186,10980,-3.2019990674050823e-23
187,11050,-3.548386804889643e-23
188,11120,-3.9012505103445465e-23
189,11190,-4.264234632449325e-23
190,11260,-4.6390399147600346e-23
191,11330,-5.0217058524442666e-23
192,11400,-5.399939203512657e-23
193,11470,-5.752840022083546e-23
194,11540,-6.053681065175793e-23
195,11610,-6.275358105773266e-23
196,11680,-6.397140335893537e-23
197,11750,-6.410790602449401e-23
198,11820,-6.324204632423664e-23
199,11890,-6.161399956863186e-23
200,11960,-5.958720787716226e-23
201,12030,-5.75816160392889e-23
202,12100,-5.59943209528449e-23
203,12170,-5.512607956536173e-23
204,12240,-5.512931517372422e-23
205,12310,-5.598687231474547e-23
206,12380,-5.75230103158268e-23
207,12450,-5.944117044526736e-23
208,12520,-6.137844115894408e-23
209,12590,-6.296498678428726e-23
210,12660,-6.387775418778909e-23
211,12730,-6.388070694788217e-23
212,12800,-6.284760227084015e-23
213,12870,-6.076698044732424e-23
214,12940,-5.773189503450098e-23
215,13010,-5.391866020988936e-23
216,13080,-4.9559517172753243e-23
217,13150,-4.491382250665017e-23
218,13220,-4.024146040303065e-23
219,13290,-3.5780987975400094e-23
220,13360,-3.173380937534172e-23
221,13430,-2.8254640754566e-23
222,13500,-2.544774285671925e-23
223,13570,-2.3367911984684705e-23
224,13640,-2.202501081016489e-23
225,13710,-2.139076957335573e-23
226,13780,-2.1406773092480708e-23
227,13850,-2.199268480724931e-23
228,13920,-2.3054066532532798e-23
229,13990,-2.448933824223341e-23
230,14060,-2.6195609068801905e-23
231,14130,-2.8073376558724285e-23
232,14200,-3.002995883263514e-23
233,14270,-3.1982034160284887e-23
234,14340,-3.385703375660076e-23
235,14410,-3.5594082093396226e-23
236,14480,-3.7143987476282304e-23
237,14550,-3.8469119240751413e-23
238,14620,-3.9542740064448293e-23
239,14690,-4.0347968555580244e-23
240,14760,-4.087740244381136e-23
241,14830,-4.113075515684647e-23
242,14900,-4.1115812194123504e-23
243,14970,-4.084445372460116e-23
244,15040,-4.033467227528414e-23
245,15110,-3.9607146944919793e-23
246,15180,-3.868430332253976e-23
247,15250,-3.759312749082599e-23
248,15320,-3.635646195862785e-23
249,15390,-3.500223676196176e-23
250,15460,-3.355570379002508e-23
251,15530,-3.203709479356261e-23
252,15600,-3.0475150600255523e-23
253,15670,-2.888552811844256e-23
254,15740,-2.728540651413089e-23
255,15810,-2.5700495896840937e-23
256,15880,-2.4133352430031712e-23
257,15950,-2.2598782527081186e-23
258,16020,-2.111932016505872e-23
259,16090,-1.968317687403243e-23
260,16160,-1.8302082531336882e-23
261,16230,-1.7001057126619872e-23
262,16300,-1.575405688200781e-23
263,16370,-1.4563198583933968e-23
264,16440,-1.3467055537075758e-23
265,16510,-1.243305462407258e-23
266,16580,-1.1435297632277237e-23
267,16650,-1.0530988164039136e-23
268,16720,-9.712181947650345e-24
269,16790,-8.904884837444506e-24
270,16860,-8.149907493076752e-24
271,16930,-7.513956455784823e-24
272,17000,-6.913050592955294e-24
273,17070,-6.284862806759867e-24
274,17140,-5.7408684190087945e-24
275,17210,-5.3258117750921615e-24
276,17280,-4.891728006011192e-24
277,17350,-4.392729565675088e-24
278,17420,-3.999916320756405e-24
279,17490,-3.763594588058502e-24
280,17560,-3.481347715512678e-24
281,17630,-3.0660290968871235e-24
282,17700,-2.7324114555231127e-24
283,17770,-2.623092790866699e-24
284,17840,-2.5270247779277117e-24
285,17910,-2.2128491901199545e-24
286,17980,-1.832362941829227e-24
287,18050,-1.7038732044252456e-24
288,18120,-1.798744623029169e-24
289,18190,-1.7475578716798518e-24
290,18260,-1.3821134365053674e-24
291,18330,-1.0090076439859877e-24
292,18400,-9.995113773088885e-25
293,18470,-1.2630764126819891e-24
294,18540,-1.334450801949044e-24
295,18610,-9.691331087914154e-25
296,18680,-4.75778935221084e-25
297,18750,-3.6201434276322393e-25
298,18820,-7.260083218456654e-25
299,18890,-1.1176350656205171e-24
300,18960,-1.025797430426059e-24
301,19030,-4.410685382360554e-25
302,19100,1.148416446149929e-25
303,19170,1.118255341117223e-25
304,19240,-4.56920632405015e-25
305,19310,-1.0545236454411316e-24
306,19380,-1.0920644328794751e-24
307,19450,-4.613436664541313e-25
308,19520,3.645525257173876e-25
309,19590,7.273319411959952e-25
310,19660,3.2157279091157626e-25
311,19730,-5.637595814863278e-25
312,19800,-1.2682565359270671e-24
313,19870,-1.2497481277215132e-24
314,19940,-4.684676216067445e-25
